osm_key,osm_type,osm_id,name,latitude,longitude,shop,amenity,leisure,operator,brand,tags_json
node/2165554870,node,2165554870,Maxima XXX,56.9277726,24.1029847,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""71"", ""addr:postcode"": ""LV-1004"", ""addr:street"": ""Mūkusalas iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-03-02"", ""email"": ""info@maxima.lv"", ""level"": ""0"", ""name"": ""Maxima XXX"", ""opening_hours"": ""Mo-Sa 08:00-22:00; Su 08:00-21:00"", ""operator"": ""Maxima Latvija"", ""phone"": ""+371 60 002 950"", ""ref:LV:addr"": ""101955395"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/2184742982,node,2184742982,Mego,56.9509004,24.1264336,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""20"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Marijas iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2026-02-25"", ""check_date:opening_hours"": ""2025-07-18"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Fr 08:00-22:00; Sa-Su 10:00-22:00"", ""ref:LV:addr"": ""101119501"", ""shop"": ""supermarket""}"
node/2194673272,node,2194673272,Rimi Hyper,56.8960424,24.1385883,supermarket,,,,Rimi,"{""addr:city"": ""Krustkalni"", ""addr:country"": ""LV"", ""addr:district"": ""Ķekavas novads"", ""addr:housename"": ""Džutas"", ""addr:postcode"": ""LV-2111"", ""addr:subdistrict"": ""Ķekavas pagasts"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2024-09-28"", ""level"": ""0"", ""name"": ""Rimi Hyper"", ""opening_hours"": ""08:00-22:00"", ""ref:LV:addr"": ""106028417"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/2228629076,node,2228629076,Rimi,56.9289305,24.0374515,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1046"", ""addr:street"": ""Jaunmoku iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""name"": ""Rimi"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""101903185"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/2229069520,node,2229069520,Maxima X,56.9574262,24.133285,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Matīsa iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-08-20"", ""name"": ""Maxima X"", ""opening_hours"": ""PH,Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""ref:LV:addr"": ""101112064"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/2229069523,node,2229069523,Rimi Super,56.9572197,24.1342026,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Matīsa iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-03-09"", ""name"": ""Rimi Super"", ""opening_hours"": ""08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash"": ""yes"", ""payment:contactless"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""ref:LV:addr"": ""101112072"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""no""}"
node/2244795781,node,2244795781,Rimi,56.9056311,24.191135,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""357"", ""addr:postcode"": ""LV-1063"", ""addr:street"": ""Latgales iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2024-07-14"", ""name"": ""Rimi"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""101943686"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/2508713727,node,2508713727,Mego,56.952908,24.1425576,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""83"", ""addr:postcode"": ""LV-1009"", ""addr:street"": ""Matīsa iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2026-02-25"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101120022"", ""shop"": ""supermarket""}"
node/2617019837,node,2617019837,Maxima X,56.96451,24.0297928,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""59A"", ""addr:postcode"": ""LV-1067"", ""addr:street"": ""Kurzemes prospekts"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""103381817"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/2640750786,node,2640750786,Lats,57.0325606,24.0512659,supermarket,,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""20"", ""addr:postcode"": ""LV-1016"", ""addr:street"": ""Lemešu iela"", ""name"": ""Lats"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""102640010"", ""shop"": ""supermarket""}"
node/2657362674,node,2657362674,Rimi Mini,56.9346595,24.0713369,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Mārupes iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2024-12-31"", ""name"": ""Rimi Mini"", ""opening_hours"": ""PH,Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101940350"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/2741778721,node,2741778721,Maxima XX,56.9567655,24.2403023,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""143"", ""addr:postcode"": ""LV-1021"", ""addr:street"": ""Biķernieku iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima XX"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""106452355"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/2910671116,node,2910671116,Maxima X,56.9536721,24.0524376,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Dzirciema iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2023-09-14"", ""email"": ""info@maxima.lv"", ""internet_access"": ""no"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""ref:LV:addr"": ""101827270"", ""shop"": ""supermarket"", ""wheelchair"": ""yes""}"
node/3138440134,node,3138440134,Maxima X,56.9474708,24.0053286,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""LV-1029"", ""addr:street"": ""Ruses iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-04-17"", ""check_date:opening_hours"": ""2025-04-17"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Maxima X"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""Maxima Latvija"", ""phone"": ""+371 678 08316"", ""ref:LV:addr"": ""101982742"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""limited""}"
node/3212125461,node,3212125461,Maxima XX,56.9596136,23.9966617,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""141"", ""addr:postcode"": ""LV-1069"", ""addr:street"": ""Kurzemes prospekts"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-11-13"", ""check_date:opening_hours"": ""2025-11-13"", ""internet_access"": ""no"", ""name"": ""Maxima XX"", ""opening_hours"": ""Mo-Sa 08:00-22:00; Su 09:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+37160003140"", ""ref:LV:addr"": ""101846780"", ""shop"": ""supermarket"", ""source"": ""http://www.maxima.lv/par_uznemumu/veikalu_tikls/latvija/riga/1901/"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/3338354869,node,3338354869,Maxima X,56.9598177,24.051694,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""51"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Dzirciema iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2022-12-15"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101827391"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/3431342156,node,3431342156,Maxima X,56.931761,24.1743467,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""52"", ""addr:postcode"": ""LV-1073"", ""addr:street"": ""Lubānas iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""name"": ""Maxima X"", ""name:lv"": ""Maxima X"", ""name:ru"": ""Максима Х"", ""opening_hours"": ""Mo-Sa 08:00-22:00; Su 09:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101934226"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/3487763409,node,3487763409,Rimi Hyper,56.9044932,24.055099,supermarket,,,,Rimi,"{""addr:city"": ""Mārupe"", ""addr:country"": ""LV"", ""addr:district"": ""Mārupes novads"", ""addr:housenumber"": ""31"", ""addr:postcode"": ""LV-2167"", ""addr:street"": ""Daugavas iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""name"": ""Rimi Hyper"", ""ref:LV:addr"": ""105940332"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/4231900224,node,4231900224,Mego,56.9639355,24.0479568,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Grīvas iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101833217"", ""shop"": ""supermarket""}"
node/4278716004,node,4278716004,Rimi Mini,56.9449973,24.1732463,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""53"", ""addr:postcode"": ""LV-1035"", ""addr:street"": ""Nīcgales iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-04-13"", ""name"": ""Rimi Mini"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101121916"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/4278777590,node,4278777590,Fix Price,56.9450554,24.1731343,supermarket,,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""53"", ""addr:postcode"": ""LV-1035"", ""addr:street"": ""Nīcgales iela"", ""check_date"": ""2025-04-13"", ""name"": ""Fix Price"", ""ref:LV:addr"": ""101121916"", ""shop"": ""supermarket""}"
node/4308837493,node,4308837493,MiniTOP,56.8747853,24.1196652,supermarket,,,,,"{""addr:city"": ""Baloži"", ""addr:country"": ""LV"", ""addr:district"": ""Ķekavas novads"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-2112"", ""addr:street"": ""Purva iela"", ""name"": ""MiniTOP"", ""ref:LV:addr"": ""103007046"", ""shop"": ""supermarket""}"
node/4348901993,node,4348901993,Rimi Mini,56.9518595,24.1157043,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Merķeļa iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2025-08-27"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""email"": ""rimi.merkela@rimibaltic.com"", ""name"": ""Rimi Mini"", ""opening_hours"": ""Mo-Fr 07:30-22:00; Sa 09:00-22:00; Su 10:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cards"": ""yes"", ""payment:contactless"": ""yes"", ""phone"": ""+371 20003113"", ""ref:LV:addr"": ""102615286"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/4365103890,node,4365103890,,56.9573865,24.1387883,supermarket,,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""92"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Aleksandra Čaka iela"", ""check_date"": ""2025-04-02"", ""ref:LV:addr"": ""101113402"", ""shop"": ""supermarket""}"
node/4375276308,node,4375276308,Mego,56.9574111,24.1297759,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""29/31"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Bruņinieku iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2026-04-15"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Fr 08:00-22:00; Sa 08:00-22:00; Su 10:00-22:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""ref:LV:addr"": ""101867835"", ""shop"": ""supermarket"", ""wheelchair"": ""no""}"
node/4382321106,node,4382321106,Mego,56.9895337,24.2385506,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""409"", ""addr:postcode"": ""LV-1024"", ""addr:street"": ""Brīvības gatve"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2026-04-29"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101127806"", ""shop"": ""supermarket""}"
node/4385401598,node,4385401598,Mego,56.9547063,24.1331294,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""55"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Aleksandra Čaka iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-10-22"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 10:00-22:00"", ""ref:LV:addr"": ""101108538"", ""shop"": ""supermarket""}"
node/4578967050,node,4578967050,Spar,56.9348605,24.102448,supermarket,,,,Spar,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""-1"", ""addr:housenumber"": ""42D"", ""addr:postcode"": ""LV-1004"", ""addr:street"": ""Mūkusalas iela"", ""brand"": ""Spar"", ""brand:wikidata"": ""Q610492"", ""name"": ""Spar"", ""opening_hours"": ""Mo-Fr 07:30-18:00"", ""phone"": ""+371 28342440"", ""ref:LV:addr"": ""106614692"", ""shop"": ""supermarket""}"
node/4721818410,node,4721818410,Rimi,56.9319899,24.0732426,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10A"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Mārupes iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2024-09-15"", ""check_date:opening_hours"": ""2024-05-10"", ""name"": ""Rimi"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""no"", ""ref:LV:addr"": ""101940061"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/4871812527,node,4871812527,Rimi Super,56.9541206,24.1276278,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""46"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Krišjāņa Barona iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2025-07-16"", ""level"": ""-1"", ""name"": ""Rimi Super"", ""opening_hours"": ""Mo-Fr 07:30-23:00; Sa-Su 08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""101916650"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/5005858106,node,5005858106,Maxima XXX,56.9668416,24.1652005,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Ieriķu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2022-06-25"", ""level"": ""0"", ""name"": ""Maxima XXX"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""ref:LV:addr"": ""101834790"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/5156245422,node,5156245422,Rimi,56.9694201,24.0597733,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""27"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Lidoņu iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2024-02-11"", ""name"": ""Rimi"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101926700"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/5233504322,node,5233504322,Rimi Mini,56.9570739,24.1222494,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""49/53"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Brīvības iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2026-03-11"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""name"": ""Rimi Mini"", ""opening_hours"": ""Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""104585922"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""limited""}"
node/5250384300,node,5250384300,Mego,56.9851479,24.239462,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""LV-1024"", ""addr:street"": ""Silciema iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""name"": ""Mego"", ""ref:LV:addr"": ""101990091"", ""shop"": ""supermarket""}"
node/5257945254,node,5257945254,Maxima X,56.9658029,24.0079406,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""110B"", ""addr:postcode"": ""LV-1069"", ""addr:street"": ""Kurzemes prospekts"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-01-18"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""phone"": ""8 000 2020"", ""ref:LV:addr"": ""101824441"", ""shop"": ""supermarket"", ""website"": ""https://www.maxima.lv""}"
node/5294582260,node,5294582260,Mego,56.9132409,24.1884706,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""22A"", ""addr:postcode"": ""LV-1057"", ""addr:street"": ""Prūšu iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-05-08"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""103323603"", ""shop"": ""supermarket"", ""wheelchair"": ""limited""}"
node/5294651936,node,5294651936,Rimi Hyper,56.8980647,24.2043833,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""400"", ""addr:postcode"": ""LV-1063"", ""addr:street"": ""Latgales iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-01-26"", ""name"": ""Rimi Hyper"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""105181344"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/5916314912,node,5916314912,Maxima X,56.9370504,24.070609,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1 k-1"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Pilsoņu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2026-02-22"", ""check_date:diet:halal"": ""2025-09-06"", ""check_date:diet:kosher"": ""2025-09-06"", ""diet:halal"": ""yes"", ""diet:kosher"": ""yes"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""101124616"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/5922828736,node,5922828736,Rimi Hyper,56.9447438,24.0123086,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""LV-1029"", ""addr:street"": ""Imantas 15. līnija"", ""alt_name"": ""Rimi Gramzdas"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2022-11-05"", ""contact:draugiem"": ""https://www.draugiem.lv/rimi/"", ""contact:facebook"": ""https://www.facebook.com/Rimi.Latvija/"", ""contact:instagram"": ""https://www.instagram.com/rimi.latvija/"", ""contact:tiktok"": ""https://www.tiktok.com/@rimi.latvija"", ""contact:twitter"": ""https://twitter.com/RimiLatvija"", ""email"": ""info.lv@rimibaltic.com"", ""level"": ""0"", ""name"": ""Rimi Hyper"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash"": ""yes"", ""payment:cash:machine"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+371 223 07157"", ""ref:LV:addr"": ""101897675"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/5922828737,node,5922828737,Rimi Hyper,56.9474963,24.1937238,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""110"", ""addr:postcode"": ""LV-1082"", ""addr:street"": ""Augusta Deglava iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-11-25"", ""name"": ""Rimi Hyper"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""101114613"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
